Date,Open,High,Low,Close*,Adj Close**,Volume
21-Feb-20,"1,529.01","1,533.91","1,527.57","1,531.20","1,531.20","106,739,500"
20-Feb-20,"1,537.10","1,540.18","1,531.15","1,534.98","1,534.98","125,662,200"
19-Feb-20,"1,539.22","1,539.90","1,530.83","1,534.16","1,534.16","100,665,400"
18-Feb-20,"1,536.51","1,537.87","1,532.89","1,537.08","1,537.08","100,882,100"
17-Feb-20,"1,542.97","1,545.92","1,537.12","1,537.12","1,537.12","75,684,400"
14-Feb-20,"1,538.72","1,544.46","1,534.97","1,544.46","1,544.46","95,266,500"
13-Feb-20,"1,544.75","1,545.92","1,536.76","1,539.16","1,539.16","98,000,800"
12-Feb-20,"1,551.02","1,555.66","1,538.66","1,542.94","1,542.94","182,740,200"
11-Feb-20,"1,544.89","1,554.67","1,543.23","1,551.48","1,551.48","103,140,000"
10-Feb-20,"1,557.07","1,557.07","1,540.11","1,542.80","1,542.80","101,850,300"
7-Feb-20,"1,554.29","1,554.91","1,546.08","1,554.49","1,554.49","124,357,000"
6-Feb-20,"1,540.88","1,555.63","1,540.88","1,552.77","1,552.77","154,660,000"
5-Feb-20,"1,539.64","1,539.89","1,529.10","1,536.79","1,536.79","192,358,700"
4-Feb-20,"1,528.32","1,542.59","1,527.70","1,535.80","1,535.80","167,916,100"
3-Feb-20,"1,522.14","1,528.06","1,517.61","1,521.95","1,521.95","154,060,300"
31-Jan-20,"1,544.25","1,552.46","1,530.69","1,531.06","1,531.06","232,272,000"
30-Jan-20,"1,545.59","1,545.59","1,545.59","1,545.59","1,545.59",-
29-Jan-20,"1,551.63","1,554.42","1,547.94","1,550.47","1,550.47","173,163,500"
28-Jan-20,"1,551.64","1,551.64","1,551.64","1,551.64","1,551.64",-
24-Jan-20,"1,573.60","1,575.21","1,568.64","1,572.81","1,572.81","80,187,200"
23-Jan-20,"1,575.27","1,577.79","1,571.58","1,574.44","1,574.44","109,508,300"
22-Jan-20,"1,584.64","1,595.38","1,576.90","1,577.98","1,577.98","169,768,500"
21-Jan-20,"1,589.29","1,592.59","1,587.10","1,587.33","1,587.33","113,059,900"
20-Jan-20,"1,596.39","1,596.39","1,588.88","1,588.88","1,588.88","82,673,100"
17-Jan-20,"1,586.94","1,595.81","1,586.76","1,595.81","1,595.81","147,653,500"
16-Jan-20,"1,582.12","1,588.23","1,575.77","1,587.88","1,587.88","95,089,400"
15-Jan-20,"1,579.94","1,585.14","1,573.92","1,585.14","1,585.14","84,830,800"
14-Jan-20,"1,584.99","1,587.47","1,571.89","1,580.60","1,580.60","96,081,600"
13-Jan-20,"1,593.10","1,595.24","1,581.57","1,584.73","1,584.73","76,066,600"
10-Jan-20,"1,596.65","1,597.85","1,589.07","1,591.46","1,591.46","77,260,800"
9-Jan-20,"1,593.72","1,599.01","1,589.98","1,595.65","1,595.65","97,468,500"
8-Jan-20,"1,604.06","1,604.06","1,587.43","1,589.10","1,589.10","93,682,000"
7-Jan-20,"1,596.56","1,612.60","1,596.42","1,611.04","1,611.04","96,579,400"
6-Jan-20,"1,611.16","1,611.16","1,593.08","1,597.76","1,597.76","57,241,400"
3-Jan-20,"1,606.31","1,612.62","1,604.34","1,611.38","1,611.38","109,697,200"
2-Jan-20,"1,590.98","1,603.72","1,590.98","1,602.50","1,602.50","69,876,500"
31-Dec-19,"1,609.37","1,610.69","1,588.76","1,588.76","1,588.76","104,601,300"
30-Dec-19,"1,609.45","1,617.43","1,608.76","1,615.67","1,615.67","82,149,800"
27-Dec-19,"1,599.93","1,610.91","1,598.48","1,610.61","1,610.61","63,765,200"
26-Dec-19,"1,604.68","1,607.12","1,602.66","1,603.55","1,603.55","22,687,500"
24-Dec-19,"1,613.83","1,613.87","1,602.10","1,604.23","1,604.23","34,847,100"
23-Dec-19,"1,606.45","1,615.11","1,601.23","1,614.18","1,614.18","65,777,100"
20-Dec-19,"1,598.27","1,610.18","1,591.95","1,610.18","1,610.18","170,098,700"
19-Dec-19,"1,587.13","1,603.59","1,585.76","1,596.01","1,596.01","84,325,300"
18-Dec-19,"1,599.11","1,599.11","1,599.11","1,599.11","1,599.11",-
17-Dec-19,"1,571.87","1,576.95","1,564.25","1,576.95","1,576.95","105,202,000"
16-Dec-19,"1,568.43","1,573.41","1,565.59","1,569.35","1,569.35","77,939,800"
13-Dec-19,"1,576.51","1,579.23","1,571.16","1,571.16","1,571.16","125,142,500"
12-Dec-19,"1,559.83","1,572.51","1,559.83","1,567.34","1,567.34","124,138,400"
11-Dec-19,"1,558.76","1,568.03","1,558.76","1,563.19","1,563.19","94,604,400"
10-Dec-19,"1,561.47","1,564.82","1,559.23","1,561.79","1,561.79","72,435,300"
9-Dec-19,"1,566.18","1,567.78","1,560.02","1,562.71","1,562.71","76,676,600"
6-Dec-19,"1,561.58","1,569.01","1,561.58","1,568.44","1,568.44","67,750,300"
5-Dec-19,"1,561.94","1,567.34","1,560.13","1,563.58","1,563.58","102,869,400"
4-Dec-19,"1,553.99","1,560.93","1,550.92","1,560.93","1,560.93","106,194,700"
3-Dec-19,"1,568.85","1,568.85","1,556.17","1,562.27","1,562.27","85,943,900"
2-Dec-19,"1,562.55","1,570.55","1,561.98","1,570.55","1,570.55","75,988,700"
29-Nov-19,"1,585.70","1,585.70","1,560.72","1,561.74","1,561.74","113,618,700"
28-Nov-19,"1,588.08","1,588.51","1,582.28","1,583.77","1,583.77","68,597,800"
27-Nov-19,"1,587.64","1,590.51","1,582.46","1,587.18","1,587.18","72,429,300"
26-Nov-19,"1,589.64","1,595.92","1,583.70","1,583.87","1,583.87","255,822,800"
25-Nov-19,"1,595.08","1,596.30","1,588.72","1,591.35","1,591.35","56,368,900"
22-Nov-19,"1,589.87","1,600.06","1,589.25","1,596.84","1,596.84","93,254,800"
21-Nov-19,"1,601.36","1,601.36","1,587.07","1,592.19","1,592.19","97,583,900"
20-Nov-19,"1,601.42","1,604.38","1,598.32","1,601.14","1,601.14","87,737,000"
19-Nov-19,"1,601.09","1,605.31","1,595.15","1,605.31","1,605.31","80,138,500"
18-Nov-19,"1,593.09","1,604.36","1,592.47","1,604.36","1,604.36","57,599,800"
15-Nov-19,"1,593.79","1,596.85","1,592.22","1,594.75","1,594.75","77,516,500"
14-Nov-19,"1,595.40","1,598.09","1,592.63","1,593.55","1,593.55","83,645,300"
13-Nov-19,"1,610.88","1,610.88","1,593.91","1,597.22","1,597.22","120,634,300"
12-Nov-19,"1,612.18","1,614.21","1,605.71","1,609.73","1,609.73","102,461,500"
11-Nov-19,"1,610.66","1,611.43","1,601.99","1,608.15","1,608.15","87,810,000"
8-Nov-19,"1,607.09","1,614.19","1,606.02","1,609.73","1,609.73","109,606,800"
7-Nov-19,"1,604.85","1,609.33","1,601.18","1,609.33","1,609.33","106,440,400"
6-Nov-19,"1,609.43","1,609.64","1,597.18","1,603.25","1,603.25","86,576,200"
5-Nov-19,"1,599.07","1,606.74","1,597.76","1,606.74","1,606.74","136,828,000"
4-Nov-19,"1,598.28","1,603.56","1,595.20","1,603.56","1,603.56","105,488,800"
1-Nov-19,"1,595.73","1,596.84","1,583.00","1,593.34","1,593.34","88,597,000"
31-Oct-19,"1,579.14","1,599.77","1,579.14","1,597.98","1,597.98","192,718,900"
30-Oct-19,"1,583.00","1,583.00","1,575.33","1,580.00","1,580.00","103,994,200"
29-Oct-19,"1,573.16","1,577.98","1,570.18","1,577.79","1,577.79","136,240,000"
25-Oct-19,"1,572.92","1,573.15","1,567.90","1,570.00","1,570.00","70,214,800"
24-Oct-19,"1,569.47","1,571.43","1,565.64","1,571.11","1,571.11","85,709,400"
23-Oct-19,"1,571.66","1,573.23","1,564.08","1,568.79","1,568.79","81,163,100"
22-Oct-19,"1,570.27","1,574.09","1,567.70","1,574.09","1,574.09","92,716,700"
21-Oct-19,"1,568.78","1,572.06","1,565.08","1,570.93","1,570.93","48,984,300"
18-Oct-19,"1,572.72","1,576.87","1,567.72","1,571.15","1,571.15","102,591,400"
17-Oct-19,"1,573.04","1,577.04","1,569.21","1,574.50","1,574.50","96,261,500"
16-Oct-19,"1,568.10","1,574.90","1,567.87","1,574.90","1,574.90","104,215,600"
15-Oct-19,"1,567.03","1,568.24","1,563.13","1,566.23","1,566.23","84,407,300"
14-Oct-19,"1,562.65","1,568.96","1,562.65","1,567.59","1,567.59","67,604,000"
11-Oct-19,"1,550.96","1,558.26","1,550.96","1,556.84","1,556.84","78,630,200"
10-Oct-19,"1,550.70","1,553.18","1,548.45","1,551.87","1,551.87","69,706,900"
9-Oct-19,"1,554.73","1,555.42","1,548.62","1,551.23","1,551.23","87,647,500"
8-Oct-19,"1,560.46","1,565.16","1,556.21","1,558.79","1,558.79","78,376,500"
7-Oct-19,"1,557.79","1,560.37","1,555.55","1,559.00","1,559.00","44,082,500"
4-Oct-19,"1,563.89","1,564.79","1,551.96","1,557.67","1,557.67","76,431,100"
3-Oct-19,"1,571.96","1,572.04","1,563.13","1,564.12","1,564.12","90,318,700"
2-Oct-19,"1,588.85","1,589.06","1,574.90","1,574.90","1,574.90","87,431,300"
1-Oct-19,"1,584.94","1,589.64","1,583.84","1,589.44","1,589.44","71,303,900"
30-Sep-19,"1,584.26","1,586.69","1,578.53","1,583.91","1,583.91","92,489,700"
27-Sep-19,"1,590.24","1,592.05","1,583.45","1,584.14","1,584.14","73,331,700"
26-Sep-19,"1,589.48","1,593.05","1,589.21","1,593.00","1,593.00","95,044,500"
25-Sep-19,"1,592.52","1,593.99","1,586.14","1,589.58","1,589.58","74,123,200"
24-Sep-19,"1,593.50","1,593.50","1,585.58","1,592.33","1,592.33","100,387,100"
23-Sep-19,"1,597.59","1,597.59","1,590.97","1,592.93","1,592.93","83,778,400"
20-Sep-19,"1,597.61","1,597.61","1,590.02","1,597.41","1,597.41","246,858,500"
19-Sep-19,"1,598.65","1,599.17","1,592.65","1,596.28","1,596.28","82,675,500"
18-Sep-19,"1,599.57","1,599.57","1,594.09","1,599.49","1,599.49","102,870,800"
17-Sep-19,"1,609.92","1,609.97","1,597.09","1,604.30","1,604.30","140,900,100"
13-Sep-19,"1,600.69","1,603.68","1,596.33","1,601.25","1,601.25","87,804,400"
12-Sep-19,"1,603.21","1,608.39","1,601.00","1,601.00","1,601.00","120,542,700"
11-Sep-19,"1,597.88","1,602.30","1,595.28","1,602.30","1,602.30","128,033,000"
10-Sep-19,"1,590.83","1,597.78","1,589.78","1,595.85","1,595.85","174,806,400"
6-Sep-19,"1,601.66","1,606.40","1,599.58","1,604.47","1,604.47","91,206,400"
5-Sep-19,"1,598.17","1,603.79","1,592.84","1,599.75","1,599.75","108,502,500"
4-Sep-19,"1,593.97","1,600.91","1,591.11","1,599.89","1,599.89","95,861,600"
3-Sep-19,"1,612.78","1,616.34","1,591.52","1,591.52","1,591.52","105,352,900"
30-Aug-19,"1,602.24","1,612.14","1,601.59","1,612.14","1,612.14","150,191,400"
29-Aug-19,"1,593.36","1,597.39","1,584.83","1,595.18","1,595.18","92,439,100"
28-Aug-19,"1,590.39","1,592.13","1,585.66","1,589.82","1,589.82","92,700,600"
27-Aug-19,"1,601.40","1,601.40","1,590.84","1,590.84","1,590.84","210,071,500"
26-Aug-19,"1,598.28","1,600.53","1,590.51","1,600.53","1,600.53","89,033,000"
23-Aug-19,"1,595.77","1,609.33","1,594.59","1,609.33","1,609.33","84,127,400"
22-Aug-19,"1,596.26","1,605.53","1,594.17","1,602.47","1,602.47","113,714,400"
21-Aug-19,"1,601.24","1,601.90","1,594.59","1,594.59","1,594.59","96,427,600"
20-Aug-19,"1,598.37","1,603.43","1,597.13","1,602.75","1,602.75","106,942,400"
19-Aug-19,"1,595.51","1,602.03","1,594.84","1,596.45","1,596.45","103,561,700"
16-Aug-19,"1,598.06","1,600.17","1,590.18","1,599.22","1,599.22","110,266,200"
15-Aug-19,"1,584.91","1,600.29","1,581.26","1,600.29","1,600.29","129,951,400"
14-Aug-19,"1,598.36","1,603.04","1,596.82","1,600.31","1,600.31","110,009,700"
13-Aug-19,"1,615.24","1,615.24","1,591.29","1,592.88","1,592.88","149,253,200"
9-Aug-19,"1,613.30","1,620.76","1,613.27","1,615.05","1,615.05","94,084,900"
8-Aug-19,"1,607.18","1,620.65","1,605.84","1,616.02","1,616.02","113,077,000"
7-Aug-19,"1,611.10","1,611.48","1,602.80","1,604.70","1,604.70","366,237,100"
6-Aug-19,"1,592.84","1,617.22","1,588.98","1,611.79","1,611.79","183,727,500"
5-Aug-19,"1,621.12","1,621.68","1,610.41","1,610.41","1,610.41","123,498,200"
2-Aug-19,"1,631.39","1,631.42","1,623.66","1,626.76","1,626.76","116,380,700"
1-Aug-19,"1,628.80","1,639.13","1,627.95","1,639.07","1,639.07","138,091,900"
31-Jul-19,"1,640.92","1,642.73","1,626.32","1,634.87","1,634.87","196,276,700"
29-Jul-19,"1,647.96","1,648.71","1,637.25","1,642.69","1,642.69","78,401,400"
26-Jul-19,"1,653.74","1,653.77","1,647.96","1,647.96","1,647.96","141,697,300"
25-Jul-19,"1,653.74","1,656.58","1,650.32","1,656.58","1,656.58","113,375,000"
24-Jul-19,"1,653.88","1,659.38","1,651.36","1,652.41","1,652.41","154,536,400"
23-Jul-19,"1,654.73","1,658.35","1,654.02","1,655.67","1,655.67","108,738,200"
22-Jul-19,"1,658.28","1,658.28","1,647.70","1,655.40","1,655.40","73,533,400"
19-Jul-19,"1,649.55","1,658.94","1,649.55","1,658.19","1,658.19","86,279,200"
18-Jul-19,"1,657.80","1,659.94","1,648.93","1,648.93","1,648.93","101,531,000"
17-Jul-19,"1,667.50","1,667.79","1,656.76","1,657.53","1,657.53","88,444,600"
16-Jul-19,"1,671.49","1,672.47","1,666.37","1,668.94","1,668.94","93,222,700"
15-Jul-19,"1,670.40","1,672.37","1,664.38","1,672.37","1,672.37","75,675,700"
12-Jul-19,"1,681.03","1,682.04","1,668.99","1,669.45","1,669.45","126,112,400"
11-Jul-19,"1,681.22","1,681.78","1,674.70","1,679.26","1,679.26","85,988,000"
10-Jul-19,"1,682.69","1,683.69","1,674.13","1,678.97","1,678.97","87,430,200"
9-Jul-19,"1,679.15","1,682.87","1,677.98","1,682.87","1,682.87","88,883,400"
8-Jul-19,"1,679.65","1,679.66","1,672.88","1,677.64","1,677.64","79,839,500"
5-Jul-19,"1,687.60","1,687.60","1,677.08","1,682.53","1,682.53","88,226,700"
4-Jul-19,"1,688.65","1,690.81","1,685.64","1,687.48","1,687.48","84,268,400"
3-Jul-19,"1,689.25","1,690.05","1,683.24","1,690.05","1,690.05","102,458,400"
2-Jul-19,"1,685.78","1,694.55","1,684.06","1,691.00","1,691.00","182,396,400"
1-Jul-19,"1,674.91","1,683.62","1,674.91","1,683.62","1,683.62","88,667,200"
28-Jun-19,"1,671.42","1,677.34","1,670.81","1,672.13","1,672.13","120,364,900"
27-Jun-19,"1,670.73","1,676.73","1,670.73","1,672.70","1,672.70","118,539,600"
26-Jun-19,"1,674.23","1,677.17","1,672.59","1,674.49","1,674.49","82,354,800"
25-Jun-19,"1,675.82","1,677.76","1,672.41","1,676.61","1,676.61","111,387,800"
24-Jun-19,"1,679.28","1,679.28","1,674.40","1,676.13","1,676.13","87,859,800"
21-Jun-19,"1,672.24","1,682.23","1,672.09","1,682.23","1,682.23","219,305,100"
20-Jun-19,"1,660.83","1,675.43","1,660.83","1,675.43","1,675.43","132,199,500"
19-Jun-19,"1,654.57","1,666.90","1,652.58","1,666.54","1,666.54","109,775,000"
18-Jun-19,"1,636.66","1,652.76","1,636.18","1,652.76","1,652.76","100,923,800"
17-Jun-19,"1,638.93","1,644.04","1,637.46","1,638.40","1,638.40","84,794,700"
14-Jun-19,"1,649.42","1,649.57","1,636.32","1,638.63","1,638.63","83,903,000"
13-Jun-19,"1,644.08","1,646.22","1,640.30","1,643.74","1,643.74","96,232,000"
12-Jun-19,"1,646.67","1,650.74","1,642.11","1,650.74","1,650.74","90,831,900"
11-Jun-19,"1,655.80","1,657.36","1,649.81","1,651.20","1,651.20","111,042,200"
10-Jun-19,"1,651.93","1,656.00","1,651.85","1,655.47","1,655.47","93,023,500"
7-Jun-19,"1,650.93","1,651.99","1,646.80","1,649.33","1,649.33","102,539,800"
6-Jun-19,-,-,-,-,-,-
5-Jun-19,-,-,-,-,-,-
4-Jun-19,"1,654.02","1,655.89","1,644.09","1,644.09","1,644.09","61,533,700"
3-Jun-19,"1,649.93","1,656.68","1,642.66","1,655.31","1,655.31","105,242,100"
31-May-19,"1,639.76","1,650.76","1,634.14","1,650.76","1,650.76","159,714,600"
30-May-19,"1,620.98","1,639.42","1,620.28","1,636.50","1,636.50","130,813,400"
29-May-19,"1,614.68","1,626.64","1,611.48","1,623.67","1,623.67","116,436,500"
28-May-19,"1,604.26","1,614.57","1,602.15","1,614.57","1,614.57","384,159,000"
27-May-19,"1,604.44","1,604.44","1,597.25","1,601.35","1,601.35","71,164,500"
24-May-19,"1,594.16","1,606.85","1,592.97","1,598.32","1,598.32","99,444,600"
23-May-19,"1,599.94","1,605.13","1,589.79","1,601.87","1,601.87","149,289,000"
21-May-19,"1,608.74","1,614.23","1,603.65","1,603.74","1,603.74","100,448,000"
17-May-19,"1,599.32","1,610.96","1,599.32","1,605.36","1,605.36","85,616,600"
16-May-19,"1,609.22","1,610.78","1,599.19","1,599.19","1,599.19","95,600,000"
15-May-19,"1,601.43","1,617.43","1,601.04","1,611.43","1,611.43","147,144,300"
14-May-19,"1,580.85","1,603.72","1,572.03","1,599.19","1,599.19","173,978,800"
13-May-19,"1,610.55","1,611.47","1,598.60","1,601.09","1,601.09","107,076,500"
10-May-19,"1,615.91","1,620.40","1,610.27","1,610.27","1,610.27","98,812,400"
9-May-19,"1,629.61","1,630.44","1,618.33","1,618.53","1,618.53","133,418,700"
8-May-19,"1,635.56","1,635.56","1,627.38","1,633.55","1,633.55","147,577,400"
7-May-19,"1,626.77","1,641.86","1,626.06","1,639.37","1,639.37","165,442,400"
6-May-19,"1,632.04","1,633.66","1,623.61","1,632.80","1,632.80","64,595,700"
3-May-19,"1,631.53","1,637.41","1,625.56","1,637.30","1,637.30","82,569,700"
2-May-19,"1,642.46","1,644.35","1,631.27","1,632.24","1,632.24","87,894,400"
30-Apr-19,"1,634.62","1,643.45","1,634.54","1,642.29","1,642.29","139,943,400"
29-Apr-19,"1,637.30","1,637.49","1,631.83","1,637.40","1,637.40","63,429,800"
26-Apr-19,"1,638.66","1,639.18","1,632.58","1,638.38","1,638.38","114,937,300"
25-Apr-19,"1,637.34","1,640.13","1,632.51","1,635.68","1,635.68","120,413,200"
24-Apr-19,"1,633.70","1,640.96","1,633.70","1,638.01","1,638.01","134,534,900"
23-Apr-19,"1,624.12","1,629.42","1,620.93","1,627.44","1,627.44","106,178,700"
22-Apr-19,"1,622.56","1,630.91","1,621.16","1,622.06","1,622.06","115,059,500"
19-Apr-19,"1,620.64","1,625.22","1,618.69","1,622.07","1,622.07","75,776,100"
18-Apr-19,"1,617.67","1,620.55","1,609.83","1,619.73","1,619.73","138,129,600"
17-Apr-19,"1,627.07","1,627.77","1,615.53","1,620.90","1,620.90","103,910,200"
16-Apr-19,"1,631.58","1,635.47","1,626.99","1,629.46","1,629.46","90,054,600"
15-Apr-19,"1,634.95","1,638.87","1,630.83","1,631.33","1,631.33","73,256,000"
12-Apr-19,"1,624.53","1,631.09","1,623.44","1,630.17","1,630.17","100,767,200"
11-Apr-19,"1,639.33","1,639.33","1,622.45","1,624.23","1,624.23","105,835,100"
10-Apr-19,"1,641.83","1,642.13","1,635.89","1,639.46","1,639.46","86,807,000"
9-Apr-19,"1,645.19","1,645.56","1,639.21","1,641.94","1,641.94","98,177,100"
8-Apr-19,"1,643.67","1,645.72","1,640.38","1,644.35","1,644.35","83,680,300"
5-Apr-19,"1,645.08","1,645.09","1,640.30","1,641.81","1,641.81","65,502,900"
4-Apr-19,"1,644.01","1,645.61","1,637.57","1,645.07","1,645.07","106,616,000"
3-Apr-19,"1,638.27","1,645.54","1,635.80","1,643.21","1,643.21","81,246,900"
2-Apr-19,"1,633.83","1,639.32","1,630.98","1,632.83","1,632.83","101,492,100"
1-Apr-19,"1,646.43","1,647.59","1,628.44","1,628.66","1,628.66","100,896,200"
29-Mar-19,"1,648.36","1,649.60","1,639.26","1,643.63","1,643.63","142,055,400"
28-Mar-19,"1,642.90","1,645.21","1,638.69","1,641.33","1,641.33","91,661,100"
27-Mar-19,"1,649.17","1,650.22","1,641.89","1,642.73","1,642.73","97,583,500"
26-Mar-19,"1,647.82","1,653.58","1,647.11","1,649.94","1,649.94","103,876,000"
25-Mar-19,"1,652.14","1,654.26","1,648.06","1,649.15","1,649.15","87,635,300"
22-Mar-19,"1,669.58","1,673.45","1,657.01","1,666.66","1,666.66","96,193,500"
21-Mar-19,"1,687.64","1,689.61","1,663.66","1,663.66","1,663.66","118,957,800"
20-Mar-19,"1,683.78","1,687.06","1,680.29","1,684.21","1,684.21","93,870,500"
19-Mar-19,"1,692.48","1,694.89","1,687.68","1,687.68","1,687.68","70,723,100"
18-Mar-19,"1,681.83","1,690.94","1,681.36","1,690.94","1,690.94","87,929,700"
15-Mar-19,"1,674.59","1,683.25","1,672.60","1,680.54","1,680.54","235,527,300"
14-Mar-19,"1,675.66","1,678.88","1,673.47","1,674.52","1,674.52","108,432,300"
13-Mar-19,"1,671.13","1,678.24","1,669.92","1,678.24","1,678.24","106,093,600"
12-Mar-19,"1,667.96","1,672.94","1,666.84","1,671.28","1,671.28","100,522,600"
11-Mar-19,"1,680.14","1,680.18","1,664.63","1,664.63","1,664.63","122,405,500"
8-Mar-19,"1,686.13","1,688.28","1,678.66","1,679.90","1,679.90","111,301,300"
7-Mar-19,"1,682.33","1,690.23","1,682.33","1,686.95","1,686.95","107,349,800"
6-Mar-19,"1,684.98","1,688.33","1,684.08","1,686.82","1,686.82","120,497,300"
5-Mar-19,"1,682.19","1,691.28","1,682.19","1,685.62","1,685.62","106,231,900"
4-Mar-19,"1,688.22","1,698.87","1,688.22","1,693.99","1,693.99","98,568,100"
1-Mar-19,"1,700.45","1,701.05","1,696.71","1,700.76","1,700.76","128,892,800"
28-Feb-19,"1,715.38","1,717.88","1,706.92","1,707.73","1,707.73","208,301,100"
27-Feb-19,"1,717.14","1,717.59","1,709.30","1,713.45","1,713.45","116,938,100"
26-Feb-19,"1,725.57","1,726.00","1,715.15","1,719.00","1,719.00","119,649,500"
25-Feb-19,"1,722.34","1,724.58","1,717.41","1,724.58","1,724.58","108,306,900"
22-Feb-19,"1,730.51","1,732.27","1,716.17","1,721.42","1,721.42","130,778,600"
21-Feb-19,"1,722.37","1,730.68","1,719.67","1,730.68","1,730.68","163,806,400"
20-Feb-19,"1,712.83","1,727.25","1,711.44","1,726.18","1,726.18","179,676,200"
19-Feb-19,"1,694.03","1,710.14","1,693.37","1,706.56","1,706.56","155,030,200"
18-Feb-19,"1,693.92","1,695.61","1,690.19","1,692.74","1,692.74","91,243,800"
15-Feb-19,"1,692.29","1,693.85","1,687.12","1,688.83","1,688.83","113,332,100"
14-Feb-19,"1,684.49","1,689.06","1,682.81","1,689.06","1,689.06","97,867,800"
13-Feb-19,"1,687.73","1,688.46","1,683.61","1,685.30","1,685.30","101,659,700"
12-Feb-19,"1,692.22","1,692.22","1,683.73","1,687.41","1,687.41","109,831,900"
11-Feb-19,"1,688.70","1,689.74","1,681.64","1,688.56","1,688.56","85,843,900"
8-Feb-19,"1,688.51","1,690.43","1,683.71","1,686.52","1,686.52","112,074,900"
7-Feb-19,"1,688.00","1,693.48","1,685.66","1,693.39","1,693.39","79,976,000"
4-Feb-19,"1,698.97","1,699.66","1,683.61","1,683.61","1,683.61","55,504,500"
31-Jan-19,"1,694.86","1,695.40","1,683.53","1,683.53","1,683.53","183,261,900"
30-Jan-19,"1,689.69","1,691.23","1,681.57","1,684.11","1,684.11","111,179,200"
29-Jan-19,"1,694.71","1,694.71","1,688.48","1,690.41","1,690.41","145,706,700"
28-Jan-19,"1,705.41","1,705.50","1,693.63","1,697.50","1,697.50","114,151,100"
25-Jan-19,"1,699.59","1,701.03","1,695.38","1,701.03","1,701.03","130,046,000"
24-Jan-19,"1,689.30","1,694.59","1,686.87","1,693.59","1,693.59","153,312,500"
23-Jan-19,"1,690.76","1,691.23","1,680.84","1,688.14","1,688.14","127,894,400"
22-Jan-19,"1,698.88","1,702.12","1,688.19","1,702.12","1,702.12","128,811,400"
18-Jan-19,"1,682.08","1,692.22","1,681.89","1,692.22","1,692.22","133,706,000"
17-Jan-19,"1,680.21","1,684.24","1,674.36","1,682.97","1,682.97","140,150,900"
16-Jan-19,"1,675.78","1,676.34","1,668.43","1,673.08","1,673.08","111,608,800"
15-Jan-19,"1,674.83","1,679.42","1,672.55","1,679.42","1,679.42","136,098,300"
14-Jan-19,"1,683.05","1,684.19","1,672.27","1,676.16","1,676.16","87,794,700"
11-Jan-19,"1,684.99","1,684.99","1,676.75","1,683.22","1,683.22","139,377,800"
10-Jan-19,"1,677.38","1,681.23","1,669.28","1,678.88","1,678.88","156,200,700"
9-Jan-19,"1,679.06","1,684.08","1,667.83","1,667.83","1,667.83","176,278,400"
8-Jan-19,"1,685.72","1,686.37","1,670.67","1,672.76","1,672.76","176,071,900"
7-Jan-19,"1,674.92","1,687.13","1,673.03","1,679.17","1,679.17","144,668,500"
4-Jan-19,"1,672.58","1,676.55","1,668.15","1,669.78","1,669.78","64,869,000"
3-Jan-19,"1,675.16","1,680.78","1,666.22","1,675.83","1,675.83","69,484,500"
2-Jan-19,"1,693.51","1,694.10","1,666.07","1,668.11","1,668.11","47,769,800"
